link,judul,tanggal,portal
https://lenteratoday.com/satlantas-polresta-mojokerto-sosialisasi-aplikasi-peduli-lindungi-kepada-calon-penumpang-ka/,Satlantas Polresta Mojokerto Sosialisasi Aplikasi Peduli Lindungi Kepada Calon Penumpang KA,2021-08-26,Lentera Today
https://kempalan.com/2021/08/25/ratusan-crew-bus-serbu-layanan-vaksinasi-gratis-di-terminal-purabaya/,Ratusan Crew Bus Serbu Layanan Vaksinasi Gratis di Terminal Purabaya,2021-08-25,Kempalan.com
https://www.solotrust.com/read/39321/Aplikasi-Peduli-Lindungi-Jadi-Syarat-Masuk-Mal-SGM-Siapkan-QR-Code-di-Pintu-Masuk,"Aplikasi Peduli Lindungi Jadi Syarat Masuk Mal, SGM Siapkan QR Code di Pintu Masuk",2021-08-24,Solotrust.com
https://mediapurwodadi.pikiran-rakyat.com/purwodadi/pr-1862451332/tidak-mau-tergesa-ganjar-pranowo-usulkan-penerapan-peduli-lindungi-di-mall-dan-restoran-sebatas-uji-coba-dulu?page=all,"Tidak Mau Tergesa, Ganjar Pranowo Usulkan Penerapan Peduli Lindungi di Mall dan Restoran Sebatas Uji Coba Dulu - Media Purwodadi",2021-08-23,Media Purwodadi
https://betanews.id/2021/08/mal-di-solo-mulai-uji-coba-penggunaan-aplikasi-peduli-lindungi.html,Mal di Solo Mulai Uji Coba Penggunaan Aplikasi Peduli Lindungi,2021-08-23,Betanews.id
https://makassar.tribunnews.com/2021/08/23/masuk-mal-harus-pakai-aplikasi-peduli-lindungi-solusinya-jika-saat-chek-in-tapi-error,"Masuk Mal Harus Pakai Aplikasi Peduli Lindungi, Solusinya Jika saat Chek-in Tapi Error",2021-08-23,Tribun-timur.com
https://makassar.tribunnews.com/2021/08/13/2-penyebab-kartu-vaksin-covid-19-anda-tak-muncul-dan-3-cara-cek-sertifikat-di-peduli-lindungi?page=all,2 Penyebab Kartu Vaksin Covid-19 Anda Tak Muncul dan 3 Cara Cek Sertifikat di Peduli Lindungi,2021-08-13,Tribun-timur.com
https://jatim.tribunnews.com/2021/08/11/kontak-aduan-untuk-keluhan-sertifikat-vaksinasi-covid-19-yang-tak-muncul-diproses-1-2-minggu,"Kontak Aduan untuk Keluhan Sertifikat Vaksinasi Covid-19 yang Tak Muncul, Diproses 1-2 Minggu",2021-08-11,Tribunjatim.com
https://www.kompasiana.com/titoadam/6113873d010190581b367f22/pengalaman-masuk-mall-gunakan-aplikasi-peduli-lindungi-apa-manfaat-dan-ruginya?page=2&page_images=1,"Pengalaman Masuk Mal Gunakan Aplikasi Peduli Lindungi, Apa Manfaat dan Ruginya? - Kompasiana.com",2021-08-11,Kompasiana.com
https://surabaya.tribunnews.com/2021/08/09/8-syarat-masuk-mal-di-surabaya-masa-ppkm-level-4-wajib-vaksin-dan-unduh-aplikasi-peduli-lindungi,"8 Syarat Masuk Mal di Surabaya Masa PPKM Level 4, Wajib Vaksin dan Unduh Aplikasi Peduli Lindungi",2021-08-09,Surya.co.id
https://banjarmasin.tribunnews.com/2021/08/03/penumpang-pesawat-bandara-tjilik-riwut-palangkaraya-kalteng-wajib-aplikasi-peduli-lindungi,Penumpang Pesawat Bandara Tjilik Riwut Palangkaraya Kalteng Wajib Aplikasi Peduli Lindungi,2021-08-03,banjarmasin.tribunnews.com
https://ambon.tribunnews.com/ucnews/2021/07/29/cek-status-dan-download-sertifikat-vaksin-covid-19-via-pedulilindungiid-begini-caranya,"Cek Status dan Download Sertifikat Vaksin Covid-19 via pedulilindungi.id, Begini Caranya",2021-07-29,Tribunambon.com
https://www.beritamerdekaonline.com/2021/07/perumahan-tas-blok-m-n-motto-satgas-peduli-lindungi-jaga-iman-tetap-bahagia-sidoarjo-jawa-timur/,Perumahan tas Blok M & N Motto Satgas “Peduli Lindungi” Jaga Iman tetap Bahagia Sidoarjo-Jawa Timur,2021-07-21,Berita Merdeka Online
https://www.idxchannel.com/economics/masih-bingung-ini-tips-mudah-download-dan-cetak-sertifikat-vaksin-covid-19,Masih Bingung? Ini Tips Mudah Download dan Cetak Sertifikat Vaksin Covid-19,2021-07-12,IDX Channel
https://www.parapuan.co/read/532774014/cara-download-sertifikat-vaksin-covid-19-di-pedulilindungi-mudah-kok,"Cara Download Sertifikat Vaksin Covid-19 di PeduliLindungi, Mudah Kok!",2021-07-05,Parapuan
https://sehatnegeriku.kemkes.go.id/baca/umum/20210701/5238000/kemenkes-luncurkan-qr-code-untuk-aplikasi-pedulilindungi-perkuat-tracking-dan-contact-tracing-covid-19/,"Kemenkes Luncurkan QR Code untuk Aplikasi PeduliLindungi, Perkuat Tracking dan Contact Tracing COVID-19",2021-07-01,Sehat Negeriku
https://www.suara.com/health/2021/01/18/114052/cara-mendapatkan-vaksin-covid-19-gratis-dari-pemerintah,Cara Mendapatkan Vaksin Covid-19 Gratis dari Pemerintah,2021-01-18,Suara.com
https://portalkudus.pikiran-rakyat.com/nasional/pr-791265640/nik-nakes-belum-terdaftar-segera-kirim-email-ke-peduli-lindungi-begini-formatnya?page=all,"NIK Nakes Belum Terdaftar? Segera Kirim Email ke Peduli Lindungi, Begini Formatnya! - Portal Kudus",2021-01-13,Portal Kudus
https://www.cnbcindonesia.com/tech/20201223171440-37-211292/pengumuman-kini-bisa-konsultasi-kesehatan-di-pedulilindungi,Pengumuman! Kini Bisa Konsultasi Kesehatan di PeduliLindungi,2020-12-23,CNBC Indonesia
https://citizenlab.ca/2020/12/unmasked-ii-an-analysis-of-indonesia-and-the-philippines-government-launched-covid-19-apps/,Unmasked II: An Analysis of Indonesia and the Philippines’ Government-launched COVID-19 Apps,2020-12-21,The Citizen Lab
https://sahabatsicepat.com/aplikasi-peduli-lindungi-untuk-tracing-covid-19/?amp=1,Aplikasi Peduli Lindungi Untuk Tracing Covid-19,2020-04-22,Sahabat SiCepat
http://www.thejakartapost.com/life/2020/04/21/what-to-know-before-using-pedulilindungi-surveillance-app-according-to-cybersecurity-expert.html,"What to know before using PeduliLindungi surveillance app, according to cybersecurity expert",2020-04-21,The Jakarta Post
https://www.geospatialworld.net/apps/covid-19/indonesia-launches-pedulilindungi-app-to-take-on-covid-19/,Indonesia launches PeduliLindungi app to take on COVID-19,2020-04-10,Geospatial World
https://radartulungagung.jawapos.com/features/76783406/tak-hanya-nikmat-dessert-yang-satu-ini-punya-cita-rasa-unik-dan-sehat,"Tak Hanya Nikmat, Dessert yang Satu Ini Punya Cita Rasa Unik dan Sehat - Radar Tulungagung",2019-03-25,Radar Tulungagung
